Archivo,Tipo,Parametros,Descripcion
WASH_293_D30.7-18.5_5holes.dxf,Arandela con agujeros,"D_exterior=30.73, D_interior=18.52, Agujeros=5, D_agujero=3.99",Arandela Ø30.7/Ø18.5mm con 5 agujeros de Ø4.0mm (circular)
WASH_294_D1345.8-544.9.dxf,Arandela,"D_exterior=1345.83, D_interior=544.94",Arandela Ø1345.8mm / Ø544.9mm
WASH_294_D1345.8-544.9_37holes.dxf,Arandela con agujeros,"D_exterior=1345.83, D_interior=544.94, Agujeros=37, D_agujero=8.95",Arandela Ø1345.8/Ø544.9mm con 37 agujeros de Ø9.0mm (circular)
RECT_295_1656.1x926.0.dxf,Rectangulo,"Ancho=1656.10, Largo=925.98",Rectángulo de 1656.1mm x 926.0mm
RECT_295_1656.1x926.0_2holes.dxf,Rectangulo con agujeros,"Ancho=1656.10, Largo=925.98, Agujeros=2, Diametros=[13.82, 11.19]",Rectángulo 1656.1x926.0mm con 2 agujeros (distribución cuadricula)
WASH_296_D591.2-250.0.dxf,Arandela,"D_exterior=591.17, D_interior=249.96",Arandela Ø591.2mm / Ø250.0mm
WASH_296_D591.2-250.0_30holes.dxf,Arandela con agujeros,"D_exterior=591.17, D_interior=249.96, Agujeros=30, D_agujero=14.09",Arandela Ø591.2/Ø250.0mm con 30 agujeros de Ø14.1mm (circular)
WASH_297_D324.0-180.4.dxf,Arandela,"D_exterior=324.04, D_interior=180.39",Arandela Ø324.0mm / Ø180.4mm
WASH_297_D324.0-180.4_39holes.dxf,Arandela con agujeros,"D_exterior=324.04, D_interior=180.39, Agujeros=39, D_agujero=4.40",Arandela Ø324.0/Ø180.4mm con 39 agujeros de Ø4.4mm (circular)
WASH_298_D39.7-24.4.dxf,Arandela,"D_exterior=39.69, D_interior=24.35",Arandela Ø39.7mm / Ø24.4mm
WASH_298_D39.7-24.4_24holes.dxf,Arandela con agujeros,"D_exterior=39.69, D_interior=24.35, Agujeros=24, D_agujero=4.57",Arandela Ø39.7/Ø24.4mm con 24 agujeros de Ø4.6mm (circular)
RECT_299_2271.0x225.5.dxf,Rectangulo,"Ancho=2270.95, Largo=225.51",Rectángulo de 2271.0mm x 225.5mm
RECT_299_2271.0x225.5_4holes.dxf,Rectangulo con agujeros,"Ancho=2270.95, Largo=225.51, Agujeros=4, Diametros=[14.44, 6.69, 9.96, 6.35]",Rectángulo 2271.0x225.5mm con 4 agujeros (distribución aleatoria)
WASH_300_D171.9-100.1.dxf,Arandela,"D_exterior=171.86, D_interior=100.05",Arandela Ø171.9mm / Ø100.1mm
WASH_300_D171.9-100.1_27holes.dxf,Arandela con agujeros,"D_exterior=171.86, D_interior=100.05, Agujeros=27, D_agujero=9.24",Arandela Ø171.9/Ø100.1mm con 27 agujeros de Ø9.2mm (circular)
RECT_301_505.6x215.2.dxf,Rectangulo,"Ancho=505.63, Largo=215.17",Rectángulo de 505.6mm x 215.2mm
RECT_301_505.6x215.2_4holes.dxf,Rectangulo con agujeros,"Ancho=505.63, Largo=215.17, Agujeros=4, Diametros=[12.09, 4.65, 11.93, 14.40]",Rectángulo 505.6x215.2mm con 4 agujeros (distribución cuadricula)
WASH_302_D549.3-291.9.dxf,Arandela,"D_exterior=549.32, D_interior=291.95",Arandela Ø549.3mm / Ø291.9mm
WASH_302_D549.3-291.9_46holes.dxf,Arandela con agujeros,"D_exterior=549.32, D_interior=291.95, Agujeros=46, D_agujero=11.49",Arandela Ø549.3/Ø291.9mm con 46 agujeros de Ø11.5mm (circular)
RECT_303_1756.0x618.0.dxf,Rectangulo,"Ancho=1756.05, Largo=617.98",Rectángulo de 1756.0mm x 618.0mm
RECT_303_1756.0x618.0_2holes.dxf,Rectangulo con agujeros,"Ancho=1756.05, Largo=617.98, Agujeros=2, Diametros=[5.48, 14.44]",Rectángulo 1756.0x618.0mm con 2 agujeros (distribución aleatoria)
WASH_304_D560.6-276.9.dxf,Arandela,"D_exterior=560.62, D_interior=276.85",Arandela Ø560.6mm / Ø276.9mm
WASH_304_D560.6-276.9_40holes.dxf,Arandela con agujeros,"D_exterior=560.62, D_interior=276.85, Agujeros=40, D_agujero=14.39",Arandela Ø560.6/Ø276.9mm con 40 agujeros de Ø14.4mm (circular)
WASH_305_D444.2-265.9.dxf,Arandela,"D_exterior=444.18, D_interior=265.90",Arandela Ø444.2mm / Ø265.9mm
WASH_305_D444.2-265.9_35holes.dxf,Arandela con agujeros,"D_exterior=444.18, D_interior=265.90, Agujeros=35, D_agujero=10.87",Arandela Ø444.2/Ø265.9mm con 35 agujeros de Ø10.9mm (circular)
RECT_306_2354.3x491.9.dxf,Rectangulo,"Ancho=2354.31, Largo=491.93",Rectángulo de 2354.3mm x 491.9mm
RECT_306_2354.3x491.9_1holes.dxf,Rectangulo con agujeros,"Ancho=2354.31, Largo=491.93, Agujeros=1, Diametros=[13.84]",Rectángulo 2354.3x491.9mm con 1 agujeros (distribución circular)
RECT_307_617.6x52.5.dxf,Rectangulo,"Ancho=617.61, Largo=52.49",Rectángulo de 617.6mm x 52.5mm
RECT_307_617.6x52.5_8holes.dxf,Rectangulo con agujeros,"Ancho=617.61, Largo=52.49, Agujeros=8, Diametros=[7.16, 11.35, 8.61, 4.46, 11.68, 13.31, 4.57, 4.05]",Rectángulo 617.6x52.5mm con 8 agujeros (distribución cuadricula)
WASH_308_D628.5-488.1.dxf,Arandela,"D_exterior=628.48, D_interior=488.12",Arandela Ø628.5mm / Ø488.1mm
WASH_308_D628.5-488.1_16holes.dxf,Arandela con agujeros,"D_exterior=628.48, D_interior=488.12, Agujeros=16, D_agujero=7.85",Arandela Ø628.5/Ø488.1mm con 16 agujeros de Ø7.8mm (circular)
RECT_309_1859.9x432.7.dxf,Rectangulo,"Ancho=1859.94, Largo=432.67",Rectángulo de 1859.9mm x 432.7mm
RECT_309_1859.9x432.7_1holes.dxf,Rectangulo con agujeros,"Ancho=1859.94, Largo=432.67, Agujeros=1, Diametros=[10.12]",Rectángulo 1859.9x432.7mm con 1 agujeros (distribución cuadricula)
WASH_310_D371.2-134.0.dxf,Arandela,"D_exterior=371.20, D_interior=133.99",Arandela Ø371.2mm / Ø134.0mm
WASH_310_D371.2-134.0_30holes.dxf,Arandela con agujeros,"D_exterior=371.20, D_interior=133.99, Agujeros=30, D_agujero=7.07",Arandela Ø371.2/Ø134.0mm con 30 agujeros de Ø7.1mm (circular)
RECT_311_2368.2x783.2.dxf,Rectangulo,"Ancho=2368.21, Largo=783.24",Rectángulo de 2368.2mm x 783.2mm
RECT_311_2368.2x783.2_4holes.dxf,Rectangulo con agujeros,"Ancho=2368.21, Largo=783.24, Agujeros=4, Diametros=[5.67, 14.16, 13.23, 14.17]",Rectángulo 2368.2x783.2mm con 4 agujeros (distribución cuadricula)
RECT_312_2731.9x913.5.dxf,Rectangulo,"Ancho=2731.87, Largo=913.53",Rectángulo de 2731.9mm x 913.5mm
RECT_312_2731.9x913.5_2holes.dxf,Rectangulo con agujeros,"Ancho=2731.87, Largo=913.53, Agujeros=2, Diametros=[12.65, 7.85]",Rectángulo 2731.9x913.5mm con 2 agujeros (distribución circular)
WASH_313_D242.7-185.7.dxf,Arandela,"D_exterior=242.65, D_interior=185.66",Arandela Ø242.7mm / Ø185.7mm
WASH_313_D242.7-185.7_20holes.dxf,Arandela con agujeros,"D_exterior=242.65, D_interior=185.66, Agujeros=20, D_agujero=11.07",Arandela Ø242.7/Ø185.7mm con 20 agujeros de Ø11.1mm (circular)
WASH_314_D583.9-321.5.dxf,Arandela,"D_exterior=583.92, D_interior=321.46",Arandela Ø583.9mm / Ø321.5mm
WASH_314_D583.9-321.5_47holes.dxf,Arandela con agujeros,"D_exterior=583.92, D_interior=321.46, Agujeros=47, D_agujero=14.47",Arandela Ø583.9/Ø321.5mm con 47 agujeros de Ø14.5mm (circular)
WASH_315_D1357.2-966.2.dxf,Arandela,"D_exterior=1357.16, D_interior=966.18",Arandela Ø1357.2mm / Ø966.2mm
WASH_315_D1357.2-966.2_2holes.dxf,Arandela con agujeros,"D_exterior=1357.16, D_interior=966.18, Agujeros=2, D_agujero=12.82",Arandela Ø1357.2/Ø966.2mm con 2 agujeros de Ø12.8mm (circular)
WASH_316_D1055.9-830.7.dxf,Arandela,"D_exterior=1055.94, D_interior=830.67",Arandela Ø1055.9mm / Ø830.7mm
WASH_316_D1055.9-830.7_44holes.dxf,Arandela con agujeros,"D_exterior=1055.94, D_interior=830.67, Agujeros=44, D_agujero=9.41",Arandela Ø1055.9/Ø830.7mm con 44 agujeros de Ø9.4mm (circular)
WASH_317_D111.0-44.5.dxf,Arandela,"D_exterior=111.01, D_interior=44.53",Arandela Ø111.0mm / Ø44.5mm
WASH_317_D111.0-44.5_35holes.dxf,Arandela con agujeros,"D_exterior=111.01, D_interior=44.53, Agujeros=35, D_agujero=6.71",Arandela Ø111.0/Ø44.5mm con 35 agujeros de Ø6.7mm (circular)
RECT_318_2025.1x703.8.dxf,Rectangulo,"Ancho=2025.12, Largo=703.81",Rectángulo de 2025.1mm x 703.8mm
RECT_318_2025.1x703.8_4holes.dxf,Rectangulo con agujeros,"Ancho=2025.12, Largo=703.81, Agujeros=4, Diametros=[9.48, 11.64, 5.44, 8.67]",Rectángulo 2025.1x703.8mm con 4 agujeros (distribución circular)
RECT_319_927.7x493.6.dxf,Rectangulo,"Ancho=927.67, Largo=493.59",Rectángulo de 927.7mm x 493.6mm
RECT_319_927.7x493.6_1holes.dxf,Rectangulo con agujeros,"Ancho=927.67, Largo=493.59, Agujeros=1, Diametros=[11.73]",Rectángulo 927.7x493.6mm con 1 agujeros (distribución circular)
RECT_320_796.9x822.1.dxf,Rectangulo,"Ancho=796.86, Largo=822.06",Rectángulo de 796.9mm x 822.1mm
RECT_320_796.9x822.1_8holes.dxf,Rectangulo con agujeros,"Ancho=796.86, Largo=822.06, Agujeros=8, Diametros=[13.46, 13.09, 11.43, 5.60, 8.97, 12.65, 6.09, 6.84]",Rectángulo 796.9x822.1mm con 8 agujeros (distribución aleatoria)
RECT_321_2673.2x488.5.dxf,Rectangulo,"Ancho=2673.17, Largo=488.51",Rectángulo de 2673.2mm x 488.5mm
RECT_321_2673.2x488.5_2holes.dxf,Rectangulo con agujeros,"Ancho=2673.17, Largo=488.51, Agujeros=2, Diametros=[10.50, 5.41]",Rectángulo 2673.2x488.5mm con 2 agujeros (distribución aleatoria)
RECT_322_1029.0x233.6.dxf,Rectangulo,"Ancho=1028.98, Largo=233.57",Rectángulo de 1029.0mm x 233.6mm
RECT_322_1029.0x233.6_4holes.dxf,Rectangulo con agujeros,"Ancho=1028.98, Largo=233.57, Agujeros=4, Diametros=[5.94, 14.53, 14.93, 9.64]",Rectángulo 1029.0x233.6mm con 4 agujeros (distribución circular)
RECT_323_992.9x334.9.dxf,Rectangulo,"Ancho=992.94, Largo=334.92",Rectángulo de 992.9mm x 334.9mm
RECT_323_992.9x334.9_2holes.dxf,Rectangulo con agujeros,"Ancho=992.94, Largo=334.92, Agujeros=2, Diametros=[8.68, 9.86]",Rectángulo 992.9x334.9mm con 2 agujeros (distribución circular)
WASH_324_D1431.2-749.1.dxf,Arandela,"D_exterior=1431.24, D_interior=749.14",Arandela Ø1431.2mm / Ø749.1mm
WASH_324_D1431.2-749.1_48holes.dxf,Arandela con agujeros,"D_exterior=1431.24, D_interior=749.14, Agujeros=48, D_agujero=13.65",Arandela Ø1431.2/Ø749.1mm con 48 agujeros de Ø13.6mm (circular)
WASH_325_D965.3-346.8.dxf,Arandela,"D_exterior=965.28, D_interior=346.85",Arandela Ø965.3mm / Ø346.8mm
WASH_325_D965.3-346.8_42holes.dxf,Arandela con agujeros,"D_exterior=965.28, D_interior=346.85, Agujeros=42, D_agujero=6.75",Arandela Ø965.3/Ø346.8mm con 42 agujeros de Ø6.7mm (circular)
WASH_326_D256.6-176.6.dxf,Arandela,"D_exterior=256.61, D_interior=176.58",Arandela Ø256.6mm / Ø176.6mm
WASH_326_D256.6-176.6_26holes.dxf,Arandela con agujeros,"D_exterior=256.61, D_interior=176.58, Agujeros=26, D_agujero=11.95",Arandela Ø256.6/Ø176.6mm con 26 agujeros de Ø12.0mm (circular)
WASH_327_D1407.9-964.2.dxf,Arandela,"D_exterior=1407.91, D_interior=964.24",Arandela Ø1407.9mm / Ø964.2mm
WASH_327_D1407.9-964.2_25holes.dxf,Arandela con agujeros,"D_exterior=1407.91, D_interior=964.24, Agujeros=25, D_agujero=5.39",Arandela Ø1407.9/Ø964.2mm con 25 agujeros de Ø5.4mm (circular)
WASH_328_D782.9-358.4.dxf,Arandela,"D_exterior=782.91, D_interior=358.37",Arandela Ø782.9mm / Ø358.4mm
WASH_328_D782.9-358.4_17holes.dxf,Arandela con agujeros,"D_exterior=782.91, D_interior=358.37, Agujeros=17, D_agujero=8.71",Arandela Ø782.9/Ø358.4mm con 17 agujeros de Ø8.7mm (circular)
WASH_329_D253.4-99.0.dxf,Arandela,"D_exterior=253.38, D_interior=99.02",Arandela Ø253.4mm / Ø99.0mm
WASH_329_D253.4-99.0_16holes.dxf,Arandela con agujeros,"D_exterior=253.38, D_interior=99.02, Agujeros=16, D_agujero=10.39",Arandela Ø253.4/Ø99.0mm con 16 agujeros de Ø10.4mm (circular)
WASH_330_D1245.0-463.4.dxf,Arandela,"D_exterior=1245.00, D_interior=463.41",Arandela Ø1245.0mm / Ø463.4mm
WASH_330_D1245.0-463.4_43holes.dxf,Arandela con agujeros,"D_exterior=1245.00, D_interior=463.41, Agujeros=43, D_agujero=13.57",Arandela Ø1245.0/Ø463.4mm con 43 agujeros de Ø13.6mm (circular)
WASH_331_D1197.7-677.9.dxf,Arandela,"D_exterior=1197.66, D_interior=677.92",Arandela Ø1197.7mm / Ø677.9mm
WASH_331_D1197.7-677.9_27holes.dxf,Arandela con agujeros,"D_exterior=1197.66, D_interior=677.92, Agujeros=27, D_agujero=14.44",Arandela Ø1197.7/Ø677.9mm con 27 agujeros de Ø14.4mm (circular)
RECT_332_1743.6x1400.5.dxf,Rectangulo,"Ancho=1743.56, Largo=1400.54",Rectángulo de 1743.6mm x 1400.5mm
RECT_332_1743.6x1400.5_4holes.dxf,Rectangulo con agujeros,"Ancho=1743.56, Largo=1400.54, Agujeros=4, Diametros=[10.61, 4.32, 4.54, 14.40]",Rectángulo 1743.6x1400.5mm con 4 agujeros (distribución aleatoria)
WASH_333_D324.4-254.8.dxf,Arandela,"D_exterior=324.41, D_interior=254.78",Arandela Ø324.4mm / Ø254.8mm
WASH_333_D324.4-254.8_47holes.dxf,Arandela con agujeros,"D_exterior=324.41, D_interior=254.78, Agujeros=47, D_agujero=9.46",Arandela Ø324.4/Ø254.8mm con 47 agujeros de Ø9.5mm (circular)
RECT_334_1972.6x576.5.dxf,Rectangulo,"Ancho=1972.59, Largo=576.49",Rectángulo de 1972.6mm x 576.5mm
RECT_334_1972.6x576.5_32holes.dxf,Rectangulo con agujeros,"Ancho=1972.59, Largo=576.49, Agujeros=32, Diametros=[8.84, 11.15, 13.70, 14.31, 6.94, 12.27, 10.17, 10.23, 5.51, 5.79, 12.96, 8.80, 12.45, 12.89, 6.85, 9.17, 13.25, 13.54, 5.30, 13.77, 6.97, 5.54, 12.41, 8.46, 10.52, 6.81, 9.76, 4.39, 13.70, 8.12, 9.06, 6.25]",Rectángulo 1972.6x576.5mm con 32 agujeros (distribución cuadricula)
WASH_335_D1036.8-453.4.dxf,Arandela,"D_exterior=1036.76, D_interior=453.35",Arandela Ø1036.8mm / Ø453.4mm
WASH_335_D1036.8-453.4_15holes.dxf,Arandela con agujeros,"D_exterior=1036.76, D_interior=453.35, Agujeros=15, D_agujero=5.83",Arandela Ø1036.8/Ø453.4mm con 15 agujeros de Ø5.8mm (circular)
RECT_336_1280.4x326.9.dxf,Rectangulo,"Ancho=1280.42, Largo=326.89",Rectángulo de 1280.4mm x 326.9mm
RECT_336_1280.4x326.9_4holes.dxf,Rectangulo con agujeros,"Ancho=1280.42, Largo=326.89, Agujeros=4, Diametros=[13.19, 7.56, 13.77, 8.93]",Rectángulo 1280.4x326.9mm con 4 agujeros (distribución aleatoria)
RECT_337_181.9x1024.6.dxf,Rectangulo,"Ancho=181.88, Largo=1024.58",Rectángulo de 181.9mm x 1024.6mm
RECT_337_181.9x1024.6_1holes.dxf,Rectangulo con agujeros,"Ancho=181.88, Largo=1024.58, Agujeros=1, Diametros=[14.89]",Rectángulo 181.9x1024.6mm con 1 agujeros (distribución aleatoria)
WASH_338_D928.1-495.7.dxf,Arandela,"D_exterior=928.11, D_interior=495.68",Arandela Ø928.1mm / Ø495.7mm
WASH_338_D928.1-495.7_3holes.dxf,Arandela con agujeros,"D_exterior=928.11, D_interior=495.68, Agujeros=3, D_agujero=12.41",Arandela Ø928.1/Ø495.7mm con 3 agujeros de Ø12.4mm (circular)
RECT_339_1343.4x768.2.dxf,Rectangulo,"Ancho=1343.40, Largo=768.21",Rectángulo de 1343.4mm x 768.2mm
RECT_339_1343.4x768.2_4holes.dxf,Rectangulo con agujeros,"Ancho=1343.40, Largo=768.21, Agujeros=4, Diametros=[6.14, 7.14, 7.51, 5.40]",Rectángulo 1343.4x768.2mm con 4 agujeros (distribución aleatoria)
RECT_340_1784.9x1421.2.dxf,Rectangulo,"Ancho=1784.86, Largo=1421.23",Rectángulo de 1784.9mm x 1421.2mm
RECT_340_1784.9x1421.2_1holes.dxf,Rectangulo con agujeros,"Ancho=1784.86, Largo=1421.23, Agujeros=1, Diametros=[5.96]",Rectángulo 1784.9x1421.2mm con 1 agujeros (distribución circular)
WASH_341_D851.4-632.1.dxf,Arandela,"D_exterior=851.43, D_interior=632.13",Arandela Ø851.4mm / Ø632.1mm
WASH_341_D851.4-632.1_39holes.dxf,Arandela con agujeros,"D_exterior=851.43, D_interior=632.13, Agujeros=39, D_agujero=7.55",Arandela Ø851.4/Ø632.1mm con 39 agujeros de Ø7.6mm (circular)
WASH_342_D565.7-247.4.dxf,Arandela,"D_exterior=565.72, D_interior=247.42",Arandela Ø565.7mm / Ø247.4mm
WASH_342_D565.7-247.4_49holes.dxf,Arandela con agujeros,"D_exterior=565.72, D_interior=247.42, Agujeros=49, D_agujero=8.88",Arandela Ø565.7/Ø247.4mm con 49 agujeros de Ø8.9mm (circular)
WASH_343_D1040.7-776.8.dxf,Arandela,"D_exterior=1040.74, D_interior=776.77",Arandela Ø1040.7mm / Ø776.8mm
WASH_343_D1040.7-776.8_22holes.dxf,Arandela con agujeros,"D_exterior=1040.74, D_interior=776.77, Agujeros=22, D_agujero=14.75",Arandela Ø1040.7/Ø776.8mm con 22 agujeros de Ø14.7mm (circular)
WASH_344_D37.8-20.1.dxf,Arandela,"D_exterior=37.81, D_interior=20.07",Arandela Ø37.8mm / Ø20.1mm
WASH_344_D37.8-20.1_43holes.dxf,Arandela con agujeros,"D_exterior=37.81, D_interior=20.07, Agujeros=43, D_agujero=4.98",Arandela Ø37.8/Ø20.1mm con 43 agujeros de Ø5.0mm (circular)
WASH_345_D1357.9-868.3.dxf,Arandela,"D_exterior=1357.90, D_interior=868.33",Arandela Ø1357.9mm / Ø868.3mm
WASH_345_D1357.9-868.3_47holes.dxf,Arandela con agujeros,"D_exterior=1357.90, D_interior=868.33, Agujeros=47, D_agujero=8.97",Arandela Ø1357.9/Ø868.3mm con 47 agujeros de Ø9.0mm (circular)
RECT_346_433.1x1314.9.dxf,Rectangulo,"Ancho=433.09, Largo=1314.89",Rectángulo de 433.1mm x 1314.9mm
RECT_346_433.1x1314.9_32holes.dxf,Rectangulo con agujeros,"Ancho=433.09, Largo=1314.89, Agujeros=32, Diametros=[14.46, 9.36, 13.54, 14.76, 11.65, 5.86, 14.37, 14.79, 14.79, 8.42, 5.63, 10.45, 4.26, 12.15, 7.68, 5.76, 14.39, 11.20, 8.73, 5.80, 14.87, 14.51, 7.20, 5.27, 7.71, 10.92, 11.15, 14.66, 5.49, 9.62, 12.55, 12.81]",Rectángulo 433.1x1314.9mm con 32 agujeros (distribución aleatoria)
WASH_347_D729.3-470.1.dxf,Arandela,"D_exterior=729.25, D_interior=470.10",Arandela Ø729.3mm / Ø470.1mm
WASH_347_D729.3-470.1_47holes.dxf,Arandela con agujeros,"D_exterior=729.25, D_interior=470.10, Agujeros=47, D_agujero=5.12",Arandela Ø729.3/Ø470.1mm con 47 agujeros de Ø5.1mm (circular)
WASH_348_D329.4-228.4.dxf,Arandela,"D_exterior=329.37, D_interior=228.40",Arandela Ø329.4mm / Ø228.4mm
WASH_348_D329.4-228.4_24holes.dxf,Arandela con agujeros,"D_exterior=329.37, D_interior=228.40, Agujeros=24, D_agujero=13.01",Arandela Ø329.4/Ø228.4mm con 24 agujeros de Ø13.0mm (circular)
WASH_349_D1328.4-1047.5.dxf,Arandela,"D_exterior=1328.42, D_interior=1047.47",Arandela Ø1328.4mm / Ø1047.5mm
WASH_349_D1328.4-1047.5_16holes.dxf,Arandela con agujeros,"D_exterior=1328.42, D_interior=1047.47, Agujeros=16, D_agujero=8.11",Arandela Ø1328.4/Ø1047.5mm con 16 agujeros de Ø8.1mm (circular)
RECT_350_2008.7x1047.7.dxf,Rectangulo,"Ancho=2008.66, Largo=1047.67",Rectángulo de 2008.7mm x 1047.7mm
RECT_350_2008.7x1047.7_8holes.dxf,Rectangulo con agujeros,"Ancho=2008.66, Largo=1047.67, Agujeros=8, Diametros=[9.29, 4.59, 5.98, 7.48, 11.85, 5.81, 14.09, 8.48]",Rectángulo 2008.7x1047.7mm con 8 agujeros (distribución circular)
WASH_351_D517.4-277.8.dxf,Arandela,"D_exterior=517.36, D_interior=277.79",Arandela Ø517.4mm / Ø277.8mm
WASH_351_D517.4-277.8_14holes.dxf,Arandela con agujeros,"D_exterior=517.36, D_interior=277.79, Agujeros=14, D_agujero=11.01",Arandela Ø517.4/Ø277.8mm con 14 agujeros de Ø11.0mm (circular)
RECT_352_2761.4x992.5.dxf,Rectangulo,"Ancho=2761.41, Largo=992.52",Rectángulo de 2761.4mm x 992.5mm
RECT_352_2761.4x992.5_4holes.dxf,Rectangulo con agujeros,"Ancho=2761.41, Largo=992.52, Agujeros=4, Diametros=[4.06, 13.55, 5.55, 4.09]",Rectángulo 2761.4x992.5mm con 4 agujeros (distribución circular)
RECT_353_1608.1x585.1.dxf,Rectangulo,"Ancho=1608.05, Largo=585.14",Rectángulo de 1608.1mm x 585.1mm
RECT_353_1608.1x585.1_1holes.dxf,Rectangulo con agujeros,"Ancho=1608.05, Largo=585.14, Agujeros=1, Diametros=[11.89]",Rectángulo 1608.1x585.1mm con 1 agujeros (distribución circular)
RECT_354_645.2x1446.9.dxf,Rectangulo,"Ancho=645.19, Largo=1446.89",Rectángulo de 645.2mm x 1446.9mm
RECT_354_645.2x1446.9_8holes.dxf,Rectangulo con agujeros,"Ancho=645.19, Largo=1446.89, Agujeros=8, Diametros=[14.42, 14.50, 13.28, 12.32, 7.16, 11.05, 9.35, 11.02]",Rectángulo 645.2x1446.9mm con 8 agujeros (distribución aleatoria)
WASH_355_D135.1-101.4.dxf,Arandela,"D_exterior=135.14, D_interior=101.44",Arandela Ø135.1mm / Ø101.4mm
WASH_355_D135.1-101.4_29holes.dxf,Arandela con agujeros,"D_exterior=135.14, D_interior=101.44, Agujeros=29, D_agujero=5.37",Arandela Ø135.1/Ø101.4mm con 29 agujeros de Ø5.4mm (circular)
RECT_356_1784.4x1343.0.dxf,Rectangulo,"Ancho=1784.45, Largo=1342.96",Rectángulo de 1784.4mm x 1343.0mm
RECT_356_1784.4x1343.0_1holes.dxf,Rectangulo con agujeros,"Ancho=1784.45, Largo=1342.96, Agujeros=1, Diametros=[14.80]",Rectángulo 1784.4x1343.0mm con 1 agujeros (distribución cuadricula)
RECT_357_1062.5x520.4.dxf,Rectangulo,"Ancho=1062.53, Largo=520.38",Rectángulo de 1062.5mm x 520.4mm
RECT_357_1062.5x520.4_8holes.dxf,Rectangulo con agujeros,"Ancho=1062.53, Largo=520.38, Agujeros=8, Diametros=[10.60, 13.33, 9.85, 4.96, 14.93, 10.65, 13.40, 7.40]",Rectángulo 1062.5x520.4mm con 8 agujeros (distribución cuadricula)
RECT_358_1008.9x72.1.dxf,Rectangulo,"Ancho=1008.90, Largo=72.09",Rectángulo de 1008.9mm x 72.1mm
RECT_358_1008.9x72.1_1holes.dxf,Rectangulo con agujeros,"Ancho=1008.90, Largo=72.09, Agujeros=1, Diametros=[4.81]",Rectángulo 1008.9x72.1mm con 1 agujeros (distribución cuadricula)
WASH_359_D1187.4-865.9.dxf,Arandela,"D_exterior=1187.42, D_interior=865.88",Arandela Ø1187.4mm / Ø865.9mm
WASH_359_D1187.4-865.9_2holes.dxf,Arandela con agujeros,"D_exterior=1187.42, D_interior=865.88, Agujeros=2, D_agujero=14.49",Arandela Ø1187.4/Ø865.9mm con 2 agujeros de Ø14.5mm (circular)
RECT_360_2093.4x349.3.dxf,Rectangulo,"Ancho=2093.37, Largo=349.30",Rectángulo de 2093.4mm x 349.3mm
RECT_360_2093.4x349.3_1holes.dxf,Rectangulo con agujeros,"Ancho=2093.37, Largo=349.30, Agujeros=1, Diametros=[9.26]",Rectángulo 2093.4x349.3mm con 1 agujeros (distribución aleatoria)
WASH_361_D766.2-429.7.dxf,Arandela,"D_exterior=766.18, D_interior=429.73",Arandela Ø766.2mm / Ø429.7mm
WASH_361_D766.2-429.7_41holes.dxf,Arandela con agujeros,"D_exterior=766.18, D_interior=429.73, Agujeros=41, D_agujero=5.74",Arandela Ø766.2/Ø429.7mm con 41 agujeros de Ø5.7mm (circular)
WASH_362_D768.3-419.9.dxf,Arandela,"D_exterior=768.31, D_interior=419.86",Arandela Ø768.3mm / Ø419.9mm
WASH_362_D768.3-419.9_5holes.dxf,Arandela con agujeros,"D_exterior=768.31, D_interior=419.86, Agujeros=5, D_agujero=11.68",Arandela Ø768.3/Ø419.9mm con 5 agujeros de Ø11.7mm (circular)
WASH_363_D1291.4-736.1.dxf,Arandela,"D_exterior=1291.36, D_interior=736.15",Arandela Ø1291.4mm / Ø736.1mm
WASH_363_D1291.4-736.1_6holes.dxf,Arandela con agujeros,"D_exterior=1291.36, D_interior=736.15, Agujeros=6, D_agujero=14.89",Arandela Ø1291.4/Ø736.1mm con 6 agujeros de Ø14.9mm (circular)
RECT_364_485.0x369.6.dxf,Rectangulo,"Ancho=485.04, Largo=369.64",Rectángulo de 485.0mm x 369.6mm
RECT_364_485.0x369.6_4holes.dxf,Rectangulo con agujeros,"Ancho=485.04, Largo=369.64, Agujeros=4, Diametros=[6.42, 5.17, 11.23, 8.69]",Rectángulo 485.0x369.6mm con 4 agujeros (distribución cuadricula)
WASH_365_D1149.6-495.9.dxf,Arandela,"D_exterior=1149.57, D_interior=495.95",Arandela Ø1149.6mm / Ø495.9mm
WASH_365_D1149.6-495.9_18holes.dxf,Arandela con agujeros,"D_exterior=1149.57, D_interior=495.95, Agujeros=18, D_agujero=10.02",Arandela Ø1149.6/Ø495.9mm con 18 agujeros de Ø10.0mm (circular)
RECT_366_2635.0x880.6.dxf,Rectangulo,"Ancho=2635.03, Largo=880.62",Rectángulo de 2635.0mm x 880.6mm
RECT_366_2635.0x880.6_2holes.dxf,Rectangulo con agujeros,"Ancho=2635.03, Largo=880.62, Agujeros=2, Diametros=[6.27, 10.98]",Rectángulo 2635.0x880.6mm con 2 agujeros (distribución circular)
